State,County,Original Medicare
Oklahoma,Craig,3205
Oklahoma,Creek,10506
Oklahoma,Custer,4188
Oklahoma,Delaware,8837
Oklahoma,Dewey,1024
Oklahoma,Ellis,839
Oklahoma,Garfield,10780
Oklahoma,Garvin,5374
Oklahoma,Grady,8262
Oklahoma,Grant,986
Oklahoma,Greer,1189
Oklahoma,Harmon,585
Oklahoma,Harper,707
Oklahoma,Haskell,2825
Oklahoma,Hughes,2786
Oklahoma,Jackson,4047
Oklahoma,Jefferson,1357
Oklahoma,Johnston,2312
Oklahoma,Kay,9125
Oklahoma,Kingfisher,2614
Oklahoma,Kiowa,2020
Oklahoma,Latimer,2277
Oklahoma,Le Flore,9220
Oklahoma,Lincoln,5701
Oklahoma,Logan,6210
Oklahoma,Love,2068
Oklahoma,McClain,6111
Oklahoma,McCurtain,6669
Oklahoma,McIntosh,5310
Oklahoma,Major,1567
Oklahoma,Marshall,3466
Oklahoma,Mayes,7361
Oklahoma,Murray,2900
Oklahoma,Muskogee,13255
Oklahoma,Noble,2318
Oklahoma,Nowata,2241
Oklahoma,Okfuskee,2357
Oklahoma,Oklahoma,93291
Oklahoma,Okmulgee,7509
Oklahoma,Osage,7355
Oklahoma,Ottawa,7045
Oklahoma,Pawnee,3361
Oklahoma,Payne,10555
Oklahoma,Pittsburg,8866
Oklahoma,Pontotoc,7320
Oklahoma,Pottawatomie,11581
Oklahoma,Pushmataha,2853
Oklahoma,Roger Mills,684
Oklahoma,Rogers,11995
Oklahoma,Seminole,4694
Oklahoma,Sequoyah,8009
Oklahoma,Stephens,8889
Oklahoma,Texas,2498
Oklahoma,Tillman,1593
Oklahoma,Tulsa,73833
Oklahoma,Wagoner,9564
Oklahoma,Washington,10581
Oklahoma,Washita,2051
Oklahoma,Woods,1573
Oklahoma,Woodward,3324
Oklahoma,Unknown,0
Oklahoma,TOTAL,578280
Oregon,Baker,4363
Oregon,Benton,8185
Oregon,Clackamas,30912
Oregon,Clatsop,7520
Oregon,Columbia,5603
Oregon,Coos,17009
Oregon,Crook,5013
Oregon,Curry,7563
Oregon,Deschutes,29021
Oregon,Douglas,21462
Oregon,Gilliam,485
Oregon,Grant,1834
Oregon,Harney,1778
Oregon,Hood River,3110
Oregon,Jackson,36754
Oregon,Jefferson,3872
Oregon,Josephine,16053
Oregon,Klamath,12621
Oregon,Lake,1994
Oregon,Lane,40707
Oregon,Lincoln,12225
Oregon,Linn,13377
Oregon,Malheur,5201
Oregon,Marion,26006
Oregon,Morrow,1796
Oregon,Multnomah,49593
Oregon,Polk,7072
Oregon,Sherman,418
Oregon,Tillamook,5806
Oregon,Umatilla,12481
Oregon,Union,5526
Oregon,Wallowa,2149
Oregon,Wasco,4786
Oregon,Washington,34803
Oregon,Wheeler,404
Oregon,Yamhill,9960
Oregon,Unknown,0
Oregon,TOTAL,447460
Pennsylvania,Adams,16306
Pennsylvania,Allegheny,97522
Pennsylvania,Armstrong,5999
Pennsylvania,Beaver,14882
Pennsylvania,Bedford,6418
Pennsylvania,Berks,53414
Pennsylvania,Blair,15042
Pennsylvania,Bradford,10767
Pennsylvania,Bucks,86613
Pennsylvania,Butler,15778
Pennsylvania,Cambria,13941
Pennsylvania,Cameron,988
Pennsylvania,Carbon,12122
Pennsylvania,Centre,12408
Pennsylvania,Chester,67660
Pennsylvania,Clarion,5870
Pennsylvania,Clearfield,11516
Pennsylvania,Clinton,4817
Pennsylvania,Columbia,8687
Pennsylvania,Crawford,13696
Pennsylvania,Cumberland,30573
Pennsylvania,Dauphin,27480
Pennsylvania,Delaware,74445
Pennsylvania,Elk,6161
Pennsylvania,Erie,30867
Pennsylvania,Fayette,15131
Pennsylvania,Forest,1007
Pennsylvania,Franklin,26000
Pennsylvania,Fulton,2818
Pennsylvania,Greene,3805
Pennsylvania,Huntingdon,6516
Pennsylvania,Indiana,7201
Pennsylvania,Jefferson,6460
Pennsylvania,Juniata,2909
Pennsylvania,Lackawanna,36582
