State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude
California,Imperial,174528,49126,23.048387096774174,48359.93548387097,10,17,10,11,30032.16292664253,86878.86909644387,20246.315226069342,15803.825522341565,44602.39068129803,9344.487143422757,116430.0920029189,51098,18152,102553,5773,2843,165,3059,60135,140271,4098,8552,6.7,1463.0,5551.0,26,27,2937.0,531.0,18945.0,31.0,33.0395904342,-115.365336962
California,Inyo,18546,8049,11.9,68056.66666666669,2,2,2,1,5366.186818518685,7709.713827069621,2326.229807333829,1686.4252233617551,2318.813663463628,781.7427182291827,12760.602988070568,3900,3535,13741,109,243,16,2121,2316,3597,687,655,6.8,254.0,6743.0,23,15,324.0,88.0,535.0,20.0,36.5111268089,-117.410789686
California,Kern,839631,254610,23.10463576158937,54103.16556291391,23,80,19,29,186009.19573988087,449794.1812603406,171254.38685148893,61415.72054994112,190118.90178627172,55780.11236868945,511037.5026110353,254081,75437,499766,48921,34846,1252,12676,242170,413033,18368,41132,7.4,9002.0,7475.0,30,23,6952.0,4803.0,40212.0,31.0,35.3428473738,-118.729900424
California,Kings,152982,41233,20.522222222222208,48274.962962962956,6,13,6,2,46915.07104236172,90605.797505769,46858.135935758204,10942.104453526152,32092.278905759966,10909.867872547553,103299.86242440906,42548,12030,83027,11014,5620,271,2562,50488,77866,2836,6272,7.1,1304.0,6280.0,26,23,1571.0,729.0,6120.0,28.0,36.0753604529,-119.815502709
California,Lake,64665,26548,25.81999999999997,45984.06666666666,2,5,2,5,2747.4476910217318,10856.102048408768,2701.575088490837,1301.8288823601504,6100.9398172478805,1275.6096929960029,53186.08151440549,13672,11440,52033,1232,724,108,2049,8519,11088,1809,3030,6.4,1247.0,10637.0,26,18,1225.0,346.0,2235.0,30.0,39.0996453445,-122.753183909
California,Lassen,34895,10058,16.688888888888854,63170.88888888888,1,1,1,2,9725.486084388964,12106.81837804888,5369.215154013445,2638.4018283916685,3261.6237757810313,1521.5853739949328,28917.748305653047,6293,3474,25532,2834,356,165,1234,4774,6117,664,999,4.3,363.0,6200.0,24,14,345.0,133.0,792.0,20.0,40.6735903894,-120.594332834
California,Los Angeles,9818605,3241204,18.63141271873663,68267.46564233888,67,555,67,148,682406.6579895187,3692187.465088172,679202.7933264443,173293.80145210132,1280568.574165111,172216.65440161293,3772641.183258452,2402208,1065699,4936599,856874,1346865,26094,72828,2579345,4687889,317064,273430,7.9,77515.0,4943.0,21,19,48321.0,42555.0,336860.0,24.0,34.1979978627,-118.26101385
California,Madera,150865,43317,22.57826086956518,50953.21739130434,3,6,3,4,20481.28281691405,44536.591677506505,19875.132466118244,9853.583849407518,23109.529330669284,9589.525526381049,115408.84986138955,42849,17262,94456,5629,2802,162,4136,43680,80992,2863,7595,7.4,1496.0,6855.0,27,23,1605.0,946.0,6357.0,32.0,37.2180440575,-119.762644507
California,Marin,252409,103210,8.699999999999994,121397.36363636365,1,6,1,1,32794.29494251123,118581.69872459995,32198.616133620053,4465.579962410342,16977.35883466615,4328.9923450891465,134413.6675128318,52214,42192,201963,6987,13761,509,1523,27666,39069,5323,3649,8.3,1846.0,3625.0,19,11,1436.0,478.0,4999.0,9.0,38.05518334,-122.748858563
California,Mariposa,18251,7693,16.266666666666634,67565.5,0,0,0,1,3193.816860692749,3193.816860692749,1047.23501381143,1118.1766097179534,1118.1766097179534,404.906333796823,17649.75337658442,3242,3821,16103,138,204,26,527,1253,1676,251,730,6.9,248.0,8132.0,24,14,283.0,75.0,583.0,24.0,37.5815223099,-119.905517029
California,Mendocino,87841,34945,19.869999999999983,55567.4,6,10,3,3,15681.493971561027,26061.151157930955,10146.003707280874,6793.181817460148,12022.965771172518,4632.274995683777,62571.32808085338,19461,13493,67218,622,1450,119,4277,14155,19505,2637,4087,6.9,1214.0,8049.0,22,17,1367.0,447.0,2354.0,27.0,39.4336238198,-123.431553907
California,Merced,255793,75642,26.630612244897925,47265.02040816326,13,25,12,6,57891.342292036024,137804.27605214142,56301.337913824544,26318.692674867045,70899.85619002389,25453.228791822734,176104.12468706066,80698,23960,148381,9926,18836,583,3473,74594,140485,5765,14836,7.1,2383.0,6664.0,30,27,3780.0,1624.0,13063.0,36.0,37.191870471,-120.717688
California,Modoc,9686,4064,19.65,46915.25,1,2,1,1,3013.024835633501,4582.420772510203,1292.0251886448234,1285.736326742167,1901.165028265102,517.2952368668547,7839.579859899613,2124,1905,8084,82,78,21,370,1051,1342,218,357,5.7,180.0,11461.0,23,17,169.0,62.0,287.0,31.0,41.5898335739,-120.725028959
California,Mono,14202,5768,5.033333333333333,75398.0,0,0,0,0,8121.352476011659,10340.504608552601,4887.851188515777,2482.7917516332323,3475.6812280493923,1374.7267978951904,10581.763276774709,2979,1377,11697,47,192,11,302,1953,3762,212,220,7.6,78.0,3666.0,23,14,66.0,36.0,512.0,17.0,37.938990343,-118.886709262
California,Monterey,415057,125946,17.11182795698922,67110.0,8,27,7,1,69969.91373513032,174678.2860300175,65108.881975249344,23328.83142000128,63644.13101651354,21559.81866956238,221985.34141276169,111013,44422,230717,12785,25258,2071,5464,138762,230003,6591,8739,8.2,2982.0,4955.0,22,22,5197.0,1831.0,17875.0,22.0,36.2397743956,-121.308901554
California,Napa,136484,48876,11.385,84907.125,0,8,0,0,11081.326636697173,53044.48412837468,10032.905831907938,2223.54708381936,13857.970994531333,2081.0685513039093,76463.64920311049,31486,20594,97525,2668,9223,372,1058,25638,44010,2459,2624,8.5,1203.0,4438.0,24,14,1036.0,479.0,3442.0,12.0,38.5064964441,-122.330538465
California,Nevada,98764,41527,12.484999999999983,70591.0,4,4,4,2,34131.44882029116,45101.17184957797,33622.486678469046,7974.8707027074815,11923.281003081966,7770.922081442807,85517.6113380924,19106,19174,90233,389,1187,110,1044,5801,8439,1799,2477,7.4,1082.0,6122.0,21,12,1021.0,328.0,2644.0,16.0,39.301369579,-120.768752113
California,Orange,3010232,992781,12.017838765008564,90279.56260720412,3,80,3,13,228007.7019449547,1286312.589141933,228007.7019449547,30385.543734108818,302159.1769942205,30385.543734108818,1293400.236650706,736659,349677,1830758,50744,537804,9354,18132,563440,1012973,48463,57416,8.6,20935.0,4118.0,20,15,17754.0,6363.0,71507.0,17.0,33.6769134328,-117.776142822
California,Placer,348432,132627,9.11176470588234,87037.57647058822,4,5,4,3,112690.18324441492,218952.02094844927,111477.24931072976,19970.57849322589,44098.13008672818,19664.00024101665,257003.6008556695,85085,53562,290977,4751,20435,778,3011,28480,44710,5099,5822,8.1,3144.0,4666.0,22,12,2656.0,645.0,8988.0,9.0,39.0634313879,-120.717645936
California,Plumas,20007,8977,14.199999999999955,62325.57142857143,1,1,0,2,1259.8151628422736,1259.8151628422736,0.0,261.4679831648329,261.4679831648329,0.0,14452.03921853765,3601,4154,17797,192,134,18,539,1327,1605,582,576,7.0,335.0,8976.0,23,14,346.0,97.0,823.0,23.0,40.0046824769,-120.838597596
California,Riverside,2189641,686260,17.168432671081668,63595.16777041942,61,167,61,43,545708.1571375908,1343380.3588890678,535129.5683859321,167875.83535649712,473616.5491564425,166640.86718451133,1543226.6856186138,620108,258586,1335147,140543,130468,6874,23710,552899,995257,34913,69849,7.9,19917.0,5550.0,26,20,9558.0,6484.0,69645.0,23.0,33.7436800499,-115.993845895
California,Sacramento,1418788,513945,18.317665615141944,67210.6214511041,27,127,27,41,260308.37704966665,834337.833334393,258596.03929480122,76634.41086414091,292582.60686875466,76053.26477268846,867756.8240263123,363053,158551,815151,147058,203211,13858,14308,225202,306196,40463,61508,7.1,14490.0,6192.0,27,17,8345.0,7658.0,41375.0,23.0,38.4493208547,-121.344253814
California,San Benito,55269,16805,11.47272727272726,75031.63636363638,1,5,1,1,9873.643854810656,22536.112501415664,9357.765395243794,1438.1918863864905,5552.3425123202915,1320.1828859336256,33958.24320909447,16066,5360,35181,483,1443,94,895,17173,31186,547,1713,8.8,425.0,4906.0,23,18,719.0,219.0,2270.0,14.0,36.6057058971,-121.074995529
California,San Bernardino,2035210,611618,19.610569105691035,59983.72899728997,70,171,67,54,484591.7234510421,1205255.456687507,477206.3568745057,177610.9369565343,485434.9354958907,173623.7887958431,1345415.0098320513,594588,181348,1153161,181862,128603,6870,22689,542025,1001145,34969,86222,7.6,20003.0,6499.0,28,22,7819.0,8582.0,59848.0,27.0,34.8414378315,-116.17846142
California,San Diego,3095313,1086865,14.69681528662418,77505.32643312102,25,143,23,18,454868.92105355783,1492553.364647119,449208.44240033044,92379.96250001706,387546.46814550436,90108.91611905099,1672616.4805021237,724168,351425,1981442,158213,336091,15337,26340,577890,991348,66596,65473,7.9,24195.0,4746.0,19,15,14489.0,11199.0,81308.0,18.0,33.028186394,-116.770204664
California,San Francisco,805235,345811,14.052551020408142,98312.3163265306,3,19,3,6,4865.4854346758175,83933.52135861327,4865.4854346758175,2861.0999062969568,25195.06200421138,2861.0999062969568,83933.52135861327,107524,109842,390387,48870,267915,3359,4024,90680,121774,106042,17157,7.5,6728.0,4731.0,16,13,5028.0,6620.0,19930.0,14.0,37.7597150131,-122.693975573
California,San Joaquin,685306,215007,21.473381294964,56875.338129496406,10,54,10,16,102827.88795103165,344270.99213365256,102596.6804397264,35840.33707373527,136963.13408103402,35763.33724431211,427011.1150927876,200724,71181,349287,51744,98472,3758,7196,174849,266341,15335,28198,7.3,7386.0,6995.0,28,19,5697.0,5525.0,28127.0,24.0,37.9347459676,-121.271403235
California,San Luis Obispo,269637,102016,17.009433962264133,73155.16981132075,3,11,3,2,50369.01178482923,129716.27691698675,47083.58139641942,13105.738499217488,38827.40373918319,12012.817781697528,191855.0402323116,50841,41022,222756,5550,8507,389,2536,29899,55973,4469,5602,7.7,2517.0,5449.0,25,14,3313.0,1051.0,6648.0,15.0,35.38741848,-120.452196945
California,San Mateo,718451,257837,7.07911392405063,119543.63924050632,0,7,0,0,70819.12350218992,255548.7837737503,69387.03022601429,7845.202102533532,33961.34196039808,7238.212670769364,271291.30748585303,159772,96262,383535,20436,178118,10317,3306,122739,182502,14757,7698,8.7,4865.0,3538.0,21,11,4057.0,1699.0,15002.0,10.0,37.4362097341,-122.355663195
California,Santa Barbara,423895,142104,14.95888888888887,76721.16666666669,2,16,1,2,46136.982454853234,176896.6870725097,43323.32237368975,10436.221438831895,49606.62825264215,9355.611157212974,221124.719689985,98047,54398,295124,8513,20665,806,5485,93302,181687,9793,9718,8.2,3225.0,4882.0,18,18,4418.0,1451.0,11608.0,20.0,34.5383440862,-120.030786183
California,Santa Clara,1781642,604204,10.117204301075246,111102.9758064516,7,74,7,8,148010.4442811957,778919.7643674351,147765.13781975972,19812.804337784542,154336.01216426757,19765.70780866032,804901.223485428,429545,196944,836616,46428,570524,7060,12960,308054,479210,31581,30922,8.5,11135.0,3661.0,20,12,11469.0,4719.0,42316.0,9.0,37.2324840341,-121.696278854
California,Santa Cruz,262382,94355,14.65769230769228,84727.86538461539,6,15,6,2,54323.1677305575,120132.1228595672,54308.775709200876,13368.597188445463,33512.591493226144,13364.599120641027,144966.3567296834,55418,29158,190208,2766,11112,349,2253,55694,84092,5261,6615,7.7,2209.0,5213.0,20,16,2731.0,1061.0,10816.0,18.0,37.0216059108,-122.009787403
California,Shasta,177223,70346,17.756249999999977,57345.4375,11,18,10,10,37569.59953003153,77323.87851976579,33030.936959249266,13647.591986518266,32165.697311481006,11888.430917953236,140317.24367907314,39652,29967,153726,1548,4391,271,4950,12337,14878,4871,6723,6.4,2903.0,8515.0,27,14,3013.0,1241.0,5842.0,27.0,40.7637666014,-122.040521531
California,Sierra,3240,1482,16.3,57708.0,0,0,0,0,2859.05105019572,2859.05105019572,104.896814409745,900.700283354641,900.700283354641,38.0899095240401,3240.0000085000297,552,676,3022,6,12,2,44,154,269,22,49,5.2,,,23,14,50.0,12.0,121.0,17.0,39.5804001016,-120.515996378
California,Siskiyou,44900,19505,23.157142857142805,45868.071428571435,5,6,2,3,12806.5027674542,16740.854126731214,7717.753636282437,5661.995173618631,6989.967217043102,2990.093138764434,36114.749160206535,9325,8782,38030,571,540,80,1814,3865,4615,1548,2623,5.9,762.0,8974.0,23,17,863.0,119.0,1694.0,31.0,41.5926866339,-122.540367763
California,Solano,413344,141758,13.659374999999967,74192.86458333331,6,23,6,5,83561.31672882359,220665.36289034114,83501.12777381242,14861.436205483698,54107.380857768294,14841.321258214712,251332.87088263468,101535,46847,210751,60750,60473,3564,3212,74594,99356,8188,12667,7.4,4339.0,6339.0,30,16,2633.0,1986.0,12650.0,16.0,38.2669127871,-121.940024418
California,Sonoma,483878,185825,12.038383838383815,77533.12121212122,8,23,8,5,75990.73250675735,215538.87541725615,75081.05923008609,18767.0560722908,58267.491046831325,18517.051933966315,300050.959183709,106471,67364,371412,7610,18341,1558,6489,78468,120430,9917,11482,8.0,4491.0,4690.0,21,14,3209.0,1798.0,11680.0,14.0,38.525292575,-122.922544658
California,Stanislaus,514453,165180,21.456382978723365,54387.39361702128,12,45,12,15,61495.993450090544,256294.6441040473,60946.121166290955,26096.62043512641,110243.53331532373,25853.834190131256,306977.4782161391,147158,54831,337342,14721,26090,3401,5902,126997,215658,11682,25528,7.3,5530.0,7078.0,33,20,4424.0,2806.0,23073.0,27.0,37.5591374435,-120.997682895
California,Sutter,94737,31437,16.999999999999982,59450.90476190476,5,8,4,4,33560.261377637325,58824.63453644376,32135.610546326046,11058.791251279612,23289.32608273264,10450.017041050103,72667.53803062506,26112,11990,57749,1919,13663,281,1365,19760,27251,1948,3374,6.3,996.0,6622.0,29,18,1730.0,293.0,4824.0,24.0,39.0345595213,-121.694849665
California,Tehama,63463,23767,18.08181818181814,50600.545454545456,5,5,4,3,12879.308086515251,23047.069441493262,9618.4497086001,6653.020407919117,12529.483741803633,4840.554985731217,54487.64840846332,16160,10071,51721,406,656,76,1644,8960,13906,1267,3311,6.8,874.0,7473.0,27,17,1353.0,342.0,2004.0,32.0,40.1257361849,-122.233884853
California,Trinity,13786,6083,18.63999999999994,50590.8,2,2,0,0,2390.249026775049,2390.249026775049,303.9349827746788,1021.6588738194467,1021.6588738194467,84.05035577098779,13030.037293102243,2520,2769,12033,59,94,16,655,929,959,123,380,6.4,245.0,10873.0,25,16,226.0,28.0,407.0,32.0,40.6506935615,-123.112627727
California,Tulare,442179,130352,28.205128205128165,46400.69230769231,17,42,15,9,55054.46264782825,187831.00868489774,49012.26740250875,25649.810668256192,94734.63674769334,22662.326085408888,288036.44273722783,144124,41779,265618,7196,15176,509,6993,146687,268065,9229,30364,7.1,4250.0,6922.0,33,26,5756.0,2033.0,23721.0,36.0,36.220156659,-118.80047248
California,Tuolumne,55365,22156,13.04545454545451,53200.454545454544,1,2,1,0,15384.719680031076,19227.399714709252,15192.71722643729,4533.926031577299,6298.770271096345,4469.294413933899,51288.790385955144,9682,11294,48274,1143,572,76,1039,4261,5918,1108,2195,6.7,754.0,6986.0,20,13,961.0,120.0,1541.0,22.0,38.0276014047,-119.95475358
California,Ventura,823318,266920,10.966091954022977,88541.52298850575,14,37,13,9,132338.6871441216,417244.6356304009,132120.76662382833,27917.69161775104,100670.27494124902,27821.969520202874,470445.2139705154,211915,96309,565804,15163,55446,1643,8068,177194,331567,12555,17680,8.7,6077.0,4612.0,20,15,7450.0,1728.0,24435.0,14.0,34.3575285169,-119.126027193
California,Yolo,200849,70872,20.453658536585337,83458.48780487805,0,15,0,1,27310.254751803197,82530.23055860455,22013.088703359586,7120.3166171483645,24580.38462908696,4572.938966307163,93531.70117437569,45631,19771,126883,5208,26052,910,2214,39582,60953,5558,5855,7.5,1612.0,5211.0,23,16,1099.0,652.0,6659.0,17.0,38.6866603948,-121.90161702
California,Yuba,72155,24307,23.94999999999998,47083.285714285725,4,7,4,4,12769.737581675708,26402.85973628941,12672.100673904837,7704.87886248183,15676.1194227367,7657.7475569833705,56259.65587236778,20990,7255,49332,2361,4862,293,1675,13632,18051,1782,4055,5.9,897.0,7914.0,25,18,1092.0,284.0,2600.0,32.0,39.2690076722,-121.351262732
Colorado,Adams,441603,153764,14.428865979381412,65102.319587628874,20,49,20,13,97490.40149616037,290167.4544020348,96166.94359193988,28846.86181026684,97364.84699517608,28569.53820530469,316771.2690038564,126123,36862,323795,13539,15931,591,5916,81831,167878,8328,16955,8.2,4325.0,6506.0,26,16,1755.0,1554.0,10721.0,17.0,39.8736400746,-104.337801716
Colorado,Alamosa,15445,5995,24.874999999999982,48996.75,3,3,2,1,2209.2731336702873,6316.005651168218,1601.874435125611,1161.042982927692,3430.8786095569844,945.7989810589563,9947.02312775292,3828,1752,11549,172,148,19,433,3124,7110,527,1392,7.8,195.0,9035.0,23,20,136.0,,394.0,30.0,37.5728931402,-105.788288197
Colorado,Arapahoe,572003,224011,11.398639455782282,81739.83673469388,6,46,6,15,82844.1638547614,340710.24771698256,81826.29552587698,15513.130044392174,85022.24509612107,15072.644007097431,361287.7825524439,147324,57580,415910,58107,29077,1140,4363,63406,105522,12459,18099,7.7,4743.0,5238.0,21,12,3032.0,1804.0,12448.0,12.0,39.6497752303,-104.339234024
Colorado,Archuleta,12084,5267,11.749999999999973,59862.0,2,2,1,0,5186.903363846352,6238.018286718972,3966.718291013876,1697.9937643135559,2074.407165018756,1309.2408011869036,11675.49039502441,2408,2116,10436,37,89,6,227,1289,2148,122,500,7.5,129.0,5978.0,17,13,125.0,24.0,245.0,25.0,37.1936094363,-107.048288324
Colorado,Baca,3788,1685,16.049999999999898,45181.0,1,1,0,0,955.22450474483,955.22450474483,297.68013013484796,318.1287842012319,318.1287842012319,96.0358097396203,2514.5877349178,814,911,3506,24,6,0,51,201,348,60,173,7.2,53.0,9712.0,19,15,74.0,6.0,42.0,32.0,37.3191787991,-102.560476646
Colorado,Bent,6499,1832,18.3999999999999,42764.0,1,1,0,0,819.2808651305321,819.2808651305321,53.9734723593024,330.476451629496,330.476451629496,21.805282812012702,5571.79551019783,1096,888,5149,496,62,4,156,632,1985,98,419,6.8,82.0,7519.0,27,19,82.0,11.0,67.0,40.0,37.9550855775,-103.071704571
Colorado,Boulder,294567,119300,14.792647058823507,95270.39705882351,4,20,4,4,57164.92379230784,164090.5000326582,56560.64593045326,11278.527018546582,39139.0771997734,11144.090273264008,190961.4285096152,62754,29521,256889,2532,12133,173,1832,21008,39276,6566,6536,7.9,2017.0,4137.0,13,11,1095.0,561.0,5599.0,11.0,40.0924597674,-105.35770567
Colorado,Broomfield,55889,21414,5.661111111111111,82478.77777777777,0,0,0,0,21155.424717325877,44430.53011573559,21155.424717325877,3251.3033733046195,7626.915395326503,3251.3033733046195,44430.53011573559,14652,5508,48099,587,3407,43,336,3417,6216,897,1007,8.5,421.0,4482.0,18,10,265.0,31.0,1157.0,6.0,39.9541358004,-105.052664798
Colorado,Chaffee,17809,7601,8.42,57155.2,1,1,1,0,1836.5908235418578,4519.232590249234,1056.781057095185,415.3108478924418,1420.6181770217213,328.66467990884684,13717.853398768413,2988,3523,16598,275,106,9,192,629,1678,272,493,8.2,235.0,5929.0,21,11,236.0,15.0,290.0,18.0,38.7469030854,-106.194066665
Colorado,Cheyenne,1836,786,8.69999999999999,65792.0,0,0,0,0,621.6522557417201,621.6522557417201,435.223942026364,181.38381567785703,181.38381567785703,122.502468142253,1490.5535362154098,450,328,1711,7,11,1,13,93,178,14,57,7.6,,,24,11,24.0,2.0,28.0,17.0,38.8279397207,-102.603395824
Colorado,Clear Creek,9088,4208,9.6,82696.0,0,0,0,0,1116.008918739586,1116.008918739586,0.0,184.970325271501,184.970325271501,0.0,8466.61456814083,1571,1132,8664,56,51,3,72,242,429,98,252,8.2,93.0,7425.0,18,9,40.0,37.0,205.0,14.0,39.6890538531,-105.64436349
Colorado,Conejos,8256,3118,18.950000000000006,49496.5,0,0,0,0,463.77619870413764,463.77619870413764,48.671769428610794,223.69020536996368,223.69020536996368,23.570260952027997,6882.8040458164505,2336,1254,6293,27,23,4,182,1727,4620,178,606,8.9,100.0,8638.0,25,21,93.0,4.0,209.0,30.0,37.2006875346,-106.191627951
Colorado,Costilla,3524,1550,24.599999999999948,42522.0,2,2,2,2,3522.0072119919896,3522.0072119919896,2767.5172580443486,1734.9200653799298,1734.9200653799298,1380.062798572642,3523.99999824044,736,807,2397,24,34,9,104,956,2327,131,322,3.2,59.0,9465.0,22,23,55.0,6.0,106.0,43.0,37.2779522735,-105.428249706
Colorado,Crowley,5823,1306,28.3,41953.0,0,0,0,0,459.48496194487,459.48496194487,29.7868874757229,283.20738137571703,283.20738137571703,18.35939593085,5424.23515035942,789,614,4509,559,59,0,139,557,1686,50,253,4.8,65.0,10486.0,22,22,61.0,6.0,59.0,39.0,38.326661062,-103.784825661
Colorado,Custer,4255,1925,17.699999999999896,41394.0,1,1,0,0,1101.43743636119,1101.43743636119,79.7463372016077,280.78783035135604,280.78783035135604,10.471741268874,3634.0734688781895,730,954,4055,44,16,0,30,110,200,85,200,6.9,,,21,13,62.0,5.0,71.0,33.0,38.1086779015,-105.367471778
Colorado,Delta,30952,12703,16.085714285714257,54242.857142857145,1,1,1,1,2724.360529069762,4188.818900664832,2363.3613923325424,1109.8170618846498,1789.1173258413564,969.5040823109292,27269.48481348915,6851,6239,27761,160,160,15,295,2561,4345,477,1411,7.7,412.0,8077.0,20,14,360.0,28.0,774.0,24.0,38.8613737904,-107.862876811
Colorado,Denver,600158,263107,18.21319444444441,75416.34722222223,15,60,15,31,67255.94902341055,311333.4701344787,67255.94902341055,30166.846980188886,119910.22518396961,30166.846980188886,311333.4701344787,128766,62132,413696,61435,20433,607,8237,95750,190965,31638,29635,7.2,6330.0,6694.0,16,15,2086.0,3998.0,13818.0,23.0,39.7621646287,-104.875801423
