State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty
Kentucky,Gallatin,8589,3160,14.450000000000001,54522.0,0.0,0.0,0.0,0.0,0.0,0.0,7438.7358648052705,2303,979,8132,113,15,3,11,315,372,139,466,7.9,163.0,11152.0,36,20,132.0,6.0,200.0,24.0
Kentucky,Garrard,16912,6668,21.275000000000002,52167.25,0.704818096011877,0.704818096011877,0.0,0.293906366452575,0.293906366452575,0.0,15136.111942275758,3914,2463,16118,346,37,3,24,384,403,318,1394,6.7,272.0,8705.0,31,21,254.0,11.0,387.0,24.0
Kentucky,Grant,24662,8614,19.074999999999974,51535.75,1682.90082516816,1682.90082516816,0.0,782.871511996133,782.871511996133,0.0,23662.445639583988,6923,2648,23842,178,80,38,57,467,577,286,1771,7.0,407.0,10578.0,36,19,252.0,15.0,591.0,27.0
Kentucky,Graves,37121,14978,17.366666666666656,51910.88888888889,5437.6307584885,8011.741424375629,3607.59515025278,2013.8729183496223,3321.756309589118,1424.966133608235,32278.98708883347,9052,6145,33568,1607,124,20,91,1711,2099,1170,2258,7.3,572.0,8412.0,30,21,679.0,52.0,953.0,27.0
Kentucky,Grayson,25746,10082,22.557142857142814,43542.0,4353.247953255423,4353.247953255423,0.0,2276.1093125596744,2276.1093125596744,0.0,24597.29398528695,6144,3884,25052,264,61,7,49,313,258,615,2007,6.3,490.0,10333.0,37,22,503.0,25.0,714.0,33.0
Kentucky,Green,11258,4601,19.67499999999995,45317.0,1254.539108141832,1254.539108141832,0.0,657.5868794689273,657.5868794689273,0.0,11200.65494748322,2549,1946,10775,224,17,1,40,201,159,287,956,7.3,170.0,7288.0,38,20,196.0,5.0,269.0,29.0
Kentucky,Greenup,36910,14671,17.555555555555525,54082.11111111111,7790.19034912292,15732.41390429775,7566.525451257103,2835.762040523665,5239.665679047164,2747.6734011185727,32562.27977765224,8325,6288,35928,257,188,6,94,437,284,910,2094,6.9,614.0,8851.0,40,21,808.0,19.0,1058.0,24.0
Kentucky,Hancock,8565,3285,15.8333333333333,54555.666666666664,1814.627635470802,2385.169651513612,1543.27855719893,765.279774769818,992.8341160785141,644.246373034655,7942.36058746685,2225,1196,8331,75,19,0,22,118,94,142,558,8.2,130.0,10249.0,35,18,192.0,5.0,196.0,20.0
Kentucky,Hardin,105543,39853,15.686363636363625,56118.045454545456,31211.612306367635,53339.31930356412,27441.559003320483,10956.626105829257,19682.176498878678,9688.050347826334,92980.59634977001,27416,11608,84971,12275,2104,354,541,5298,5317,2207,5326,6.8,1344.0,7689.0,33,19,1691.0,133.0,2344.0,22.0
Kentucky,Harlan,29278,11789,28.79999999999997,37455.36363636364,1903.207724171698,3231.476879458878,1881.1894007139908,1153.1884308279527,1961.0278093203929,1139.5559048576229,26190.146756066024,6685,4179,28144,643,100,2,42,347,210,1456,3336,5.3,766.0,14333.0,37,27,680.0,25.0,897.0,48.0
Kentucky,Harrison,18846,7343,21.27999999999998,48537.4,1962.514373609409,3608.055372219549,1199.7727429535,675.1171174216644,1273.8208602911734,406.394262618021,15566.724020705518,4581,2812,18037,385,38,11,36,339,337,439,1128,7.3,335.0,10917.0,30,19,257.0,24.0,388.0,24.0
Kentucky,Hart,18199,7097,24.679999999999957,44812.4,1403.9706655604082,1403.9706655604082,0.0,570.617407181902,570.617407181902,0.0,16434.173139382212,4545,2713,16906,885,36,1,31,340,261,793,1492,7.0,343.0,9344.0,37,24,380.0,7.0,399.0,31.0
Kentucky,Henderson,46250,18705,22.95454545454543,48770.09090909091,1185.382398164484,6975.509138406268,945.835883918443,443.4338764968552,3673.875022170754,388.6150732989462,33095.869654356,10870,6551,41217,3590,196,13,96,1138,858,1730,3380,7.3,700.0,8368.0,33,19,708.0,90.0,1041.0,24.0
Kentucky,Henry,15416,5963,16.719999999999963,54526.4,320.959550383081,320.959550383081,0.0,81.5446446255373,81.5446446255373,0.0,13847.079600582398,3823,2190,14452,419,31,9,38,467,447,348,1025,7.7,272.0,7246.0,32,20,228.0,5.0,360.0,27.0
Kentucky,Hickman,4902,2028,16.0,48845.0,0.0,0.0,0.0,0.0,0.0,0.0,4698.87840635257,1054,1019,4332,452,11,1,12,94,57,119,235,7.8,75.0,7980.0,35,21,119.0,2.0,121.0,30.0
Kentucky,Hopkins,46920,18980,17.933333333333305,54060.0,11940.179810594685,16811.220399923535,11936.009774448668,5380.580195201058,7573.440391831522,5379.420360514454,42535.35699830165,10891,7244,42289,3086,259,21,65,1200,734,1237,3141,7.1,864.0,9538.0,35,19,849.0,58.0,1112.0,27.0
Kentucky,Jackson,13494,5486,30.100000000000005,32473.666666666668,23.8481425112822,23.8481425112822,0.0,13.0610395300832,13.0610395300832,0.0,13244.89677257883,3182,1862,13348,16,11,1,25,93,84,394,2122,6.8,238.0,10704.0,38,27,254.0,3.0,376.0,41.0
Kentucky,Jefferson,741096,309175,18.574345549738215,62479.549738219896,139009.03928239908,462137.8250930208,139009.03928239908,34653.11778726068,150994.01143093497,34653.11778726068,472367.1191717298,171807,99095,538714,154246,16338,460,1788,29550,32542,30881,44670,6.9,10403.0,8784.0,32,18,8407.0,4241.0,18143.0,22.0
Kentucky,Jessamine,48586,17642,17.955555555555524,60016.88888888889,12165.260131455681,26045.715798064677,12165.260131455681,3184.82914924102,9291.26030463074,3184.82914924102,37703.609816696495,12549,5494,45147,1499,475,17,122,1326,1353,1017,3006,7.7,576.0,7730.0,32,19,510.0,86.0,1054.0,24.0
Kentucky,Johnson,23356,9362,24.833333333333282,42026.166666666664,803.147511305649,803.147511305649,0.0,309.936867129875,309.936867129875,0.0,23027.56160357672,5249,3301,22976,56,91,4,30,199,109,907,2532,6.9,496.0,10999.0,37,23,502.0,17.0,638.0,34.0
Kentucky,Kenton,159720,62768,17.1121951219512,63007.85365853659,54393.569617997906,108587.65091456333,54393.569617997906,11345.115647424474,30695.59745246407,11345.115647424474,120498.65093713162,39946,17853,145394,7359,1447,155,294,5071,4225,4990,8073,7.3,2147.0,8428.0,29,15,1443.0,355.0,3688.0,18.0
Kentucky,Knott,16346,6414,26.89999999999996,41074.0,138.5769734129843,138.5769734129843,0.0,66.1122150323387,66.1122150323387,0.0,16165.887292857504,3536,2183,16067,118,14,4,9,134,99,566,1567,7.1,381.0,15030.0,40,26,323.0,3.0,484.0,46.0
Kentucky,Knox,31883,12722,34.36249999999996,32647.75,9678.099266149005,12954.289592523954,9208.24240693931,5774.044642025654,7621.740380632855,5386.7873483678595,29009.80239756579,7863,4650,30967,346,67,3,70,430,270,1547,4396,6.3,644.0,12200.0,39,27,546.0,24.0,800.0,45.0
Kentucky,Larue,14193,5615,17.774999999999974,49415.0,2701.130717347616,4440.453981972026,2509.97804166405,1057.1116099024703,2043.8154349717543,983.677593084246,11958.80765361609,3375,2214,13329,444,25,2,37,356,401,224,985,7.8,201.0,8302.0,34,21,179.0,7.0,300.0,28.0
Kentucky,Laurel,58849,23014,22.50769230769226,44378.153846153844,13024.924786145066,22155.042974500648,13003.259232032926,7101.78893340376,12275.99816367418,7094.437740665631,54448.963315373236,14311,7577,57112,417,287,5,175,853,717,1796,5165,7.0,942.0,9548.0,38,23,988.0,54.0,1470.0,33.0
Kentucky,Lawrence,15860,6239,25.079999999999938,40539.4,877.5677205319441,877.5677205319441,0.0,551.3463093031346,551.3463093031346,0.0,15420.95816083139,3681,2245,15621,33,26,3,17,160,77,512,1454,6.8,342.0,11864.0,42,22,347.0,10.0,481.0,34.0
Kentucky,Lee,7887,2910,33.19999999999993,31413.333333333332,1.82599131355527,1.82599131355527,0.0,1.10516032698797,1.10516032698797,0.0,7419.0784937629305,1538,1043,7607,185,11,0,22,62,58,304,1143,6.9,157.0,11700.0,34,27,106.0,4.0,187.0,50.0
Kentucky,Leslie,11310,4555,24.566666666666634,39903.333333333336,350.828101725767,350.828101725767,0.0,191.8956717556366,191.8956717556366,0.0,10893.220936022959,2418,1603,11179,22,15,1,14,79,40,380,1032,6.8,278.0,14133.0,43,26,217.0,5.0,324.0,39.0
Kentucky,Letcher,24519,10014,23.371428571428556,46979.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,22776.043440395868,5430,3476,24215,85,39,0,37,143,124,1252,2382,7.0,574.0,13322.0,39,23,534.0,8.0,774.0,42.0
Kentucky,Lewis,13870,5497,33.174999999999976,36404.25,160.607534205861,160.607534205861,0.0,119.328198599658,119.328198599658,0.0,12749.37932699073,3308,2043,13711,37,8,0,27,87,78,563,1500,7.0,256.0,9128.0,38,25,244.0,5.0,431.0,36.0
Kentucky,Lincoln,24742,9777,26.883333333333315,42218.0,3795.886893844295,3795.886893844295,0.0,2567.9687500850773,2567.9687500850773,0.0,22307.14862876078,6100,3680,23555,565,40,1,43,538,372,779,2269,6.9,446.0,10052.0,31,22,356.0,11.0,618.0,31.0
Kentucky,Livingston,9519,3985,15.69999999999995,50379.5,1424.8917062696619,1424.8917062696619,0.0,617.1007749718829,617.1007749718829,0.0,9277.59061241604,1953,1725,9318,21,20,6,27,127,123,221,557,8.0,181.0,7397.0,30,18,227.0,7.0,267.0,25.0
Kentucky,Logan,26835,10666,22.0833333333333,48201.666666666664,2825.8277964673553,2825.8277964673553,0.0,1269.9607071243174,1269.9607071243174,0.0,24118.575722464055,6588,4202,24187,1767,64,11,62,744,651,688,1872,7.5,451.0,9129.0,35,22,616.0,39.0,554.0,24.0
Kentucky,Lyon,8314,3287,9.899999999999967,37853.333333333336,260.159269720432,260.159269720432,0.0,85.6721961513467,85.6721961513467,0.0,8113.73276697974,1283,1742,7729,441,24,1,12,107,77,78,355,8.0,166.0,10522.0,33,18,152.0,2.0,166.0,22.0
Kentucky,Madison,82916,31973,22.826315789473664,54008.73684210526,19740.61515362745,34630.38128541711,19685.5792855853,9410.676678594678,16762.32646670933,9388.562662963766,73120.57965947321,17850,9312,75926,3611,758,33,250,2338,1813,1950,5746,7.1,1073.0,7856.0,32,20,1033.0,144.0,1963.0,20.0
Kentucky,Magoffin,13333,5309,29.6,36559.75,231.7288412528281,231.7288412528281,0.0,120.08158974119503,120.08158974119503,0.0,12885.464118171578,3194,1721,13149,18,8,0,37,121,95,550,1731,6.7,231.0,10465.0,34,25,234.0,5.0,530.0,45.0
Kentucky,Marion,19820,7358,15.383333333333285,47013.5,1112.3941190086384,2891.2503500229195,892.848303837439,487.7457208375608,1265.2569369683088,374.098745686482,16320.466790086151,4888,2580,17454,1604,116,5,30,611,482,644,1531,7.6,287.0,8755.0,31,22,292.0,18.0,459.0,28.0
Kentucky,Marshall,31448,13073,10.549999999999983,58240.0,1912.6082601421801,3724.1390655289,1294.89195498218,622.0410116258449,1024.575014281613,303.682096225151,28683.690758936933,6540,6066,30900,49,88,2,59,350,350,452,1365,8.2,513.0,8230.0,34,16,669.0,28.0,839.0,20.0
Kentucky,Martin,12929,4516,29.733333333333295,34557.666666666664,5.05276608467102,5.05276608467102,0.0,3.1131784915924,3.1131784915924,0.0,12231.451036504728,2758,1452,11889,896,22,1,48,73,388,429,1589,6.8,246.0,11677.0,39,28,193.0,9.0,316.0,45.0
Kentucky,Mason,17490,7031,19.799999999999976,51374.4,2955.778639391712,4775.34058189592,2721.081415812092,1442.3276054473806,2260.3293487642486,1369.313770513353,14375.27911397489,4265,2645,15801,1120,101,1,36,431,248,495,1193,6.8,294.0,8651.0,30,20,309.0,24.0,453.0,29.0
Kentucky,McCracken,65565,28227,22.258823529411742,51276.470588235294,21020.535885051104,41224.80633559562,21013.438786043298,7642.321275044126,16406.313826099253,7640.454696961281,55151.576942110536,14706,11001,55762,7224,527,11,150,1891,1383,2106,4425,6.7,1112.0,10042.0,34,18,1118.0,133.0,1670.0,25.0
Kentucky,McCreary,18306,6477,40.174999999999976,27205.5,359.656698477919,359.656698477919,0.0,273.1521370201845,273.1521370201845,0.0,17476.600938391628,4117,2249,16724,1009,25,4,129,415,392,744,2372,6.0,368.0,11578.0,34,33,362.0,9.0,397.0,52.0
Kentucky,McLean,9531,3833,18.999999999999932,51571.0,49.8843907952832,49.8843907952832,0.0,20.3875338486759,20.3875338486759,0.0,8452.26952138677,2225,1611,9302,55,10,0,23,141,106,220,609,8.0,167.0,8858.0,37,20,198.0,4.0,209.0,26.0
Kentucky,Meade,28602,10471,19.112499999999976,47700.0,4711.408658863744,4711.408658863744,3629.999995060264,2656.64333683099,2656.64333683099,2318.472706210673,27756.284075289426,7805,2975,26427,948,158,36,147,886,859,473,1609,7.2,349.0,7840.0,36,19,543.0,21.0,672.0,20.0
Kentucky,Menifee,6306,2440,28.549999999999898,39196.5,94.3353960383683,94.3353960383683,0.0,46.9407748300582,46.9407748300582,0.0,6080.09486028507,1464,1005,6088,116,7,1,6,88,51,195,693,7.2,104.0,7738.0,33,23,109.0,2.0,203.0,44.0
Kentucky,Mercer,21331,8682,17.36,54437.8,2422.468361190927,3796.2886770194773,2055.06674770132,950.2558977747711,1561.280420735413,808.400907380648,20152.24975132043,5038,3395,19789,765,76,11,39,651,490,507,1345,7.2,365.0,8652.0,36,20,355.0,23.0,492.0,22.0
Kentucky,Metcalfe,10099,4055,21.099999999999998,41946.666666666664,78.77931826274641,78.77931826274641,0.0,53.930588569133675,53.930588569133675,0.0,9792.94002963389,2419,1644,9774,154,14,0,14,143,115,302,1026,7.8,168.0,9686.0,34,22,158.0,4.0,212.0,38.0
Kentucky,Monroe,10963,4509,24.64999999999995,40012.25,381.3036760026258,381.3036760026258,0.0,153.8313203826591,153.8313203826591,0.0,9129.82032497926,2546,1880,10431,231,8,1,12,280,289,421,1040,7.4,210.0,10342.0,30,23,203.0,4.0,200.0,38.0
Kentucky,Montgomery,26499,10435,24.0333333333333,46640.833333333336,3856.65664658561,5736.86591026798,3856.65664658561,1450.60303999418,2424.11747661168,1450.60303999418,24381.977360724894,6500,3393,25031,731,84,6,48,599,660,821,2226,6.3,417.0,9324.0,32,22,395.0,39.0,770.0,30.0
Kentucky,Morgan,13923,4860,29.25999999999998,37911.4,1268.7171427321514,1268.7171427321514,0.0,716.344624913468,716.344624913468,0.0,13861.388837971139,2840,1810,13124,600,46,1,31,121,108,366,1544,6.5,225.0,9942.0,36,25,165.0,,367.0,41.0
Kentucky,Muhlenberg,31499,12052,19.76666666666664,46719.0,4066.363472880533,7529.893798130876,3970.941234961137,1881.5464130080288,3311.6281690468427,1839.9372602050641,26850.318220514477,6821,5110,29514,1426,43,5,46,465,367,791,2092,7.5,581.0,10761.0,38,21,721.0,21.0,840.0,26.0
Kentucky,Nelson,43437,16826,18.2333333333333,53408.555555555555,1625.645618008173,3790.0653778479427,0.0,651.3740275984121,2237.920824604802,0.0,39135.872142037384,11285,5097,39932,2183,218,9,54,1041,888,894,2901,7.5,557.0,7672.0,32,19,651.0,44.0,1068.0,19.0
Kentucky,Nicholas,7135,2809,16.09999999999995,51148.5,37.2301902326707,37.2301902326707,0.0,13.4846492125188,13.4846492125188,0.0,5766.60403328059,1724,1110,6983,41,16,0,7,88,98,114,488,7.8,146.0,11953.0,33,22,113.0,5.0,199.0,34.0
Kentucky,Ohio,23842,9176,21.85714285714284,45704.142857142855,1863.8925400227563,1863.8925400227563,0.0,888.4946264844359,888.4946264844359,0.0,21388.937951067062,5934,3682,22944,196,51,8,50,593,844,463,1776,7.3,411.0,9793.0,37,20,523.0,27.0,593.0,28.0
Kentucky,Oldham,60316,19431,6.285714285714285,96991.85714285714,22645.332551904492,26390.025850054342,22645.332551904492,3962.1354410767467,4363.961762731055,3962.1354410767467,57371.50570100041,16796,5573,54904,2620,797,30,170,1795,2133,620,1033,8.5,568.0,5287.0,28,14,555.0,40.0,1192.0,7.0
Kentucky,Owen,10841,4296,15.699999999999898,54675.666666666664,1101.07473585407,1101.07473585407,0.0,461.404069429642,461.404069429642,0.0,10451.624519593799,2663,1570,10470,91,17,1,17,245,246,190,734,8.1,180.0,9933.0,30,19,124.0,2.0,223.0,25.0
Kentucky,Owsley,4755,1914,39.299999999999955,39974.5,33.3749056116794,33.3749056116794,0.0,23.8256639053797,23.8256639053797,0.0,4703.51482147406,1058,797,4692,13,2,0,12,36,39,361,831,6.5,131.0,15693.0,34,25,93.0,1.0,118.0,62.0
Kentucky,Pendleton,14877,5494,15.166666666666634,57746.666666666664,116.24471403635062,116.24471403635062,0.0,35.50521351111817,35.50521351111817,0.0,13254.72741483079,3680,1827,14603,53,20,3,33,165,143,259,699,8.0,225.0,9331.0,32,17,189.0,8.0,359.0,24.0
Kentucky,Perry,28712,11319,26.874999999999964,41375.5,108.429073167149,108.429073167149,0.0,81.9606963082915,81.9606963082915,0.0,25510.509564543838,6244,3845,27706,435,148,4,37,382,185,1373,3520,6.7,717.0,14936.0,37,24,622.0,30.0,803.0,37.0
Kentucky,Pike,65024,26728,24.742105263157875,41448.21052631579,75.8115226030349,1301.56305635394,75.8115226030349,32.4906527400016,713.925368836615,32.4906527400016,59429.45215514703,14262,8922,63718,349,296,14,64,583,446,2578,7101,7.1,1413.0,13138.0,39,25,1316.0,24.0,1978.0,32.0
Kentucky,Powell,12613,4834,26.75,45565.0,2.38093478465452,2.38093478465452,0.0,1.51597387887886,1.51597387887886,0.0,11429.1896582679,3105,1642,12321,79,17,4,14,178,132,505,1516,7.1,316.0,13400.0,36,22,188.0,8.0,349.0,39.0
Kentucky,Pulaski,63063,25722,26.257142857142817,42795.857142857145,13339.056520539181,18171.65204569204,10201.387003204516,5052.272608201462,7454.478501049065,3437.4609194484974,55648.689828579074,14358,10241,60625,727,290,19,143,1259,1318,1892,5345,6.8,1187.0,10540.0,34,21,1137.0,79.0,1515.0,32.0
Kentucky,Robertson,2282,902,26.6,45543.0,1612.8682809035,1612.8682809035,0.0,802.790065029044,802.790065029044,0.0,2282.00000003309,490,427,2241,4,2,0,3,32,22,68,187,3.4,52.0,10755.0,35,20,25.0,0.0,52.0,37.0
Kentucky,Rockcastle,17056,6750,24.549999999999947,41241.25,44.9416072541296,44.9416072541296,0.0,32.2596721451814,32.2596721451814,0.0,15932.35346240211,3957,2529,16783,19,14,1,45,194,103,604,1585,7.5,350.0,11966.0,36,23,245.0,11.0,442.0,32.0
Kentucky,Rowan,23333,8864,26.199999999999974,50642.5,277.7612541100822,277.7612541100822,0.0,102.47569065843618,102.47569065843618,0.0,21342.32527757769,4562,2860,22420,349,180,4,34,346,294,544,1764,7.0,331.0,9451.0,34,22,286.0,16.0,613.0,32.0
Kentucky,Russell,17565,7401,25.159999999999975,39498.2,179.107475402764,179.107475402764,0.0,72.995624425177,72.995624425177,0.0,17049.24556862155,3923,3050,16943,82,41,1,45,453,585,603,1586,7.1,353.0,11315.0,35,22,345.0,10.0,728.0,36.0
Kentucky,Scott,47173,17408,10.114285714285698,75471.5,15567.74343308074,22713.1026495673,14534.033346172824,4523.614384510918,6890.954466581865,4222.397989285547,41210.47745640461,12668,4367,42405,2468,416,16,129,1739,1994,1139,2594,8.0,543.0,7324.0,29,16,393.0,126.0,1057.0,18.0
Kentucky,Shelby,42074,15321,11.666666666666654,73094.44444444444,629.5776841684115,5598.051301705467,612.854529097675,342.63362065265983,2935.7337462017776,336.79956799233196,37941.32568987925,10443,5060,35943,3146,258,45,116,2566,3812,598,2009,8.1,510.0,6172.0,33,18,450.0,60.0,917.0,17.0
Kentucky,Simpson,17327,6753,17.99999999999995,52967.75,2986.0696979909553,4990.003593602495,2986.03184547642,1309.9566748251427,2413.5986540310328,1309.94039044876,13923.914023143701,4268,2471,15118,1625,114,4,41,425,325,377,1006,7.0,263.0,8411.0,35,21,376.0,30.0,397.0,26.0
Kentucky,Spencer,17061,6165,7.525,69462.25,0.0,0.0,0.0,0.0,0.0,0.0,16840.18572406517,4386,1748,16419,258,70,9,32,273,239,249,475,8.8,208.0,5917.0,30,15,221.0,8.0,395.0,12.0
Kentucky,Taylor,24512,9832,21.880000000000003,43754.2,1999.032537623522,3939.350201166452,1470.71450250479,758.094482171435,1514.8372826698142,499.665744231431,22510.591828277647,5465,3923,22539,1216,129,10,31,587,433,711,1754,7.1,403.0,9427.0,35,23,463.0,52.0,717.0,34.0
Kentucky,Todd,12460,4647,19.87499999999995,50483.0,59.2503127974123,59.2503127974123,0.0,27.2827021897246,27.2827021897246,0.0,11202.627058332,3393,1772,11093,996,12,2,19,338,494,391,743,7.4,196.0,8977.0,34,22,192.0,10.0,255.0,28.0
Kentucky,Trigg,14339,5883,28.65999999999998,33284.8,1179.2156886955283,1179.2156886955283,0.0,495.4206022474635,495.4206022474635,0.0,13348.125358314652,3228,2727,12781,1171,44,5,38,300,175,426,702,7.6,258.0,9039.0,33,20,282.0,16.0,329.0,27.0
Kentucky,Trimble,8809,3420,15.399999999999949,58638.0,247.546385914552,247.546385914552,0.0,122.160898201902,122.160898201902,0.0,8808.99998157411,2210,1140,8492,27,38,5,31,216,223,204,454,7.1,153.0,10582.0,34,19,127.0,3.0,219.0,22.0
Kentucky,Union,15007,5549,26.424999999999976,47273.0,3936.1589341877584,5026.221897369668,3933.46213204056,2642.4747613705167,3043.2058271641367,2641.93406035903,13116.07428564257,3447,2057,12824,1808,51,7,28,289,243,455,1136,6.7,228.0,9873.0,31,24,215.0,15.0,422.0,21.0
Kentucky,Warren,113792,43674,22.487499999999994,55990.666666666664,17231.161257933352,50965.112388102876,17231.161257933352,5899.222427184559,23419.958300662667,5899.222427184559,91499.36235946567,25912,12440,95167,10311,3184,129,315,4686,5174,2960,6416,7.2,1421.0,7655.0,32,19,1543.0,251.0,2650.0,23.0
Kentucky,Washington,11717,4507,16.966666666666633,49768.0,2021.024099083379,2021.024099083379,0.0,940.307971154272,940.307971154272,0.0,10277.72799333796,2714,1862,10643,742,31,2,10,289,393,238,690,7.8,152.0,6667.0,33,20,189.0,6.0,267.0,24.0
Kentucky,Wayne,20813,8646,25.819999999999983,35272.6,2896.8280447607135,5463.431215023764,1999.19222991893,1852.372252717475,3299.1849882993347,1281.83230597032,19248.65432298951,4696,3326,19805,316,67,8,41,576,601,683,2329,6.3,360.0,9275.0,37,28,372.0,13.0,576.0,40.0
Kentucky,Webster,13621,5272,13.974999999999975,55241.5,392.6861045973265,392.6861045973265,0.0,111.14641882305601,111.14641882305601,0.0,11666.899885858598,3189,2060,12449,563,35,43,28,503,580,265,659,8.1,246.0,9387.0,36,21,214.0,7.0,315.0,25.0
Kentucky,Whitley,35637,13575,25.07499999999995,38851.375,2510.6222031136977,4596.2722321415295,2316.3849212634286,1400.3045721972812,2590.2029155207797,1276.4144648471233,32762.364647627885,8509,5084,34704,205,129,13,98,488,310,1155,3545,6.6,789.0,13035.0,36,26,1109.0,39.0,893.0,39.0
